id,jobs,links,description
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Diagnose and troubleshoot technical issues
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• System documentation with reviews and recommendations
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Communication with customers as needed to keep them up to date with issues and scheduled events.
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,"• Improve customer service, perception and satisfaction"
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Be able to work as a team and communicate well
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Escalate service issues that cannot meet service level agreements
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Assist in the development of a proactive maintenance cycle for Windows operating systems and automate preventive/routine maintenance on systems.
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,"• Perform daily Windows Server Operating System administration, including hardware & software upgrades."
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Maintain backup of the Windows Server Operating System network.
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Ensure optimal performance of all applications running on Windows Server Operating System environment in CUSTOMER through proactive tuning and preventive maintenance.
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Perform daily Windows Server systems checks and correct any issues.
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Monitor Windows Server systems performance and recommend adjustments to system parameters to ensure optimum performance and response time.
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Work with the User Support team to provide second level support to the end users and ensure timely resolution of Windows system problems.
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Liaise with relevant unit/ team/function in carrying out all relevant activities.
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Attend team/divisional/departmental meetings as required.
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,"• Prepare/compile agreed periodic activity and performance reports for the attention of the Manager, IT Operations Support."
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,"• Perform any other duties as assigned by the Manager, IT Operations Support."
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,EDUCATION AND EXPERIENCE
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,"• This is not a trainee position. A minimum of 3 years professional system administration experience is required. Experience should include at least 3 years designing, implementing and supporting the following core Microsoft technologies: Windows Server, Active Directory, Exchange, WSUS, DNS and DHCP."
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,Qualification/Education
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• This position requires a minimum of a Bachelor's degree in Computer Science or a related discipline. Industry technical certifications are desirable but not required.
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,"• MCSA,MCSE Certification are much appreciated"
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,Interested candidates should send their application to recruituganda@huawei.com
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,
