id,jobs,links,description,industry,job_type
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Technical support for Microsoft server and desktop operating systems.,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Maintenance & support for Microsoft Active Directory.,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,"• Adding workstations to a Windows Domain, installing and troubleshooting a variety of hardware and software",IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Troubleshoot various client business software,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Diagnose and troubleshoot technical issues,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• System documentation with reviews and recommendations,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Communication with customers as needed to keep them up to date with issues and scheduled events.,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,"• Improve customer service, perception and satisfaction",IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Be able to work as a team and communicate well,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Escalate service issues that cannot meet service level agreements,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Assist in the development of a proactive maintenance cycle for Windows operating systems and automate preventive/routine maintenance on systems.,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,"• Perform daily Windows Server Operating System administration, including hardware & software upgrades.",IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Maintain backup of the Windows Server Operating System network.,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Ensure optimal performance of all applications running on Windows Server Operating System environment in CUSTOMER through proactive tuning and preventive maintenance.,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Perform daily Windows Server systems checks and correct any issues.,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Monitor Windows Server systems performance and recommend adjustments to system parameters to ensure optimum performance and response time.,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Work with the User Support team to provide second level support to the end users and ensure timely resolution of Windows system problems.,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Liaise with relevant unit/ team/function in carrying out all relevant activities.,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• Attend team/divisional/departmental meetings as required.,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,"• Prepare/compile agreed periodic activity and performance reports for the attention of the Manager, IT Operations Support.",IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,"• Perform any other duties as assigned by the Manager, IT Operations Support.",IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,EDUCATION AND EXPERIENCE,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,"• This is not a trainee position. A minimum of 3 years professional system administration experience is required. Experience should include at least 3 years designing, implementing and supporting the following core Microsoft technologies: Windows Server, Active Directory, Exchange, WSUS, DNS and DHCP.",IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,Qualification/Education,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,• This position requires a minimum of a Bachelor's degree in Computer Science or a related discipline. Industry technical certifications are desirable but not required.,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,"• MCSA,MCSE Certification are much appreciated",IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,,IT & Telecoms,Full Time
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,Interested candidates should send their application to recruituganda@huawei.com,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,Reports to: Back Office Manager,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,Grade Level: ,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,Supervises: Network Security Team lead,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,Job Summary,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Ensure the provision of optimal user support on all IT network infrastructure within CUSTOMER Network.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Assist in implementing defined work programs and plans in the area of IT security.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,ROLES AND RESPONSIBILITIES,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,"• Performing analysis of network security needs and contributes to design, integration, and installation of new hardware and software Firewalls, routers, switches, load balancers, Proxy servers and Antivirus tools.",IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Modifies and maintains network security policies as per MTN GISP.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,"• Implementation and administration of IP load balancing with F5 Big/IP, hardware SSL accelerators, and other software/hardware as necessary.",IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,"• Design and implementation of remote connectivity solutions including IPSec VPN, PPTP, and SSLVPN",IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,"• Monitoring security system logs (i.e. intrusion detection system, firewall system logs, etc.) and reports on discovered anomalies or problems (i.e. insufficient disk space, inappropriate access patterns) on a weekly basis.",IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Testing new Network and security hardware and software solutions prior to implementation.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Use of approved network tools to troubleshoot and isolate network problems.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Keep fully abreast of trends and changing technologies as they relate to IT and Network Engineering and Information Security fields. Engages in continuous process improvement.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,"• Analyzing, troubleshooting and correcting network problems remotely and on-site.",IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Maintaining and administering perimeter security systems such as firewalls and intrusion detection systems.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Assist in performing risk assessments and security scans on CUSTOMER’s information systems.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Notify appropriate user groups on vulnerabilities within their systems and recommend options for resolving or mitigating the vulnerabilities.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,"• Identify and investigate anomalous log entries and possible implications on security, integrity and performance of CUSTOMER’s IT infrastructure. Escalate recommendations to the Manager, IT Architecture and Security.",IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Prepare periodic security/risk assessment report and circulate to all relevant stakeholders.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Liaise with relevant unit/ team/function in carrying out all relevant activities.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Attend team/divisional/departmental meetings as required.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Assist in providing technical support to end users of CUSTOMER’s IT network infrastructure organization-wide.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Assist in ensuring the prompt resolution of escalated faults and requests from the call centre and helpdesk. Act as second level of support for escalated issues.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Maintain relationships with third-party vendors and ensure that agreed SLAs are achieved.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Assist in setting up and maintaining network management system tools to ensure network devices are constantly monitored.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,"• Assist in setting up and executing technical test plans for device modification, new deployment and upgrades.",IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,"• Assist in monitoring and troubleshooting network infrastructure (LAN, WAN, routers, cabling, etc) related issues and requests down to the last line of support before escalating to third-party vendors.",IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Maintain an accurate and up-to-date record of escalated issues and resolution status (i.e. a detailed maintenance schedule).,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,"• Monitor infrastructure performance and recommend adjustments to ensure optimal response time to the Manager, Network Infrastructure Support.",IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Liaise with the help desk to ensure infrastructure related incidents are resolved efficiently and in a timely manner in compliance with Service Level Agreements.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Liaise with relevant unit/ team/function in carrying out all relevant activities.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Attend team/divisional/departmental meetings as required.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Provide guidance and manage the performance of subordinates (where applicable).,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,"• Prepare/compile agreed periodic activity and performance reports for the attention of the Manager, Network Infrastructure Support.",IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,"• Perform any other duties as assigned by the Manager, Network Infrastructure Support.",IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,EDUCATION AND EXPERIENCE,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• First degree or equivalent in a relevant discipline.,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Network and Security Certifications shall be of an added advantage,IT & Telecoms,Full Time
5,Network & Security Engineer,https://www.brightermonday.co.ug/listings/network-security-engineer-85gpe9,• Minimum of three (3) years relevant work experience.,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,Job Position:Oracle Database & Microsoft SQL Database Administrator Engineer,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,Reports to: Back Office Manager,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,Grade Level: ,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,Supervises:DBA Team,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,"• The Oracle Database & MS-SQL Database administrator will work on the design, planning, implementation, and optimization of enterprise MS-SQL databases across the organization.",IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,ROLES AND RESPONSIBILITIES,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,• Assist in the definition of database architecture and design specifications.,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,"• Work with IT vendors to install, configure, maintain, and upgrade enterprise database systems and related applications.",IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,• Provide support in functionality and acceptance testing during the implementation of enterprise database systems.,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,• Ensure optimal performance of the organization’s databases;,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg, Regularly monitor and reconcile the performance of the databases to pre- defined performance thresholds and take appropriate actions where required,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg, Implement established policies and procedures on database management,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,• Maintain database security and data integrity through the use of access codes and efficient password system.,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,• Storage and capacity planning by monitoring the growth trends and predictions about the future.,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,• Troubleshooting when things do go wrong with the database server.,IT & Telecoms,Full Time
6,Oracle Database & Microsoft SQL Database Administrator Engineer,https://www.brightermonday.co.ug/listings/oracle-database-microsoft-sql-database-administrator-engineer-w2wgvg,"• Perform regular data backup, and validate integrity of data backup.",IT & Telecoms,Full Time
